parent_id,child_id
860880,970583
860880,127779
860880,915713
731779,859192
860170,832255
860170,100257
860170,103266
860170,970216
860170,100127
860170,100217
860170,970516
888428,690645
888428,970043
888428,830199
888428,970230
888428,107991
888428,832503
888428,970179
888603,690645
888603,970043
888603,830199
888603,970230
888603,107991
888603,970179
888603,832503
740856,858212
740856,921130
746804,855489
746816,854825
888666,833166
744447,858388
860714,832087
860714,100217
860714,970204
860714,132275
860714,127787
746805,857113
746805,859971
746806,857114
746806,859972
888716,888258
860825,832564
860825,100257
860825,100190
860825,103266
860825,115761
860825,970264
860825,970510
860825,970511
860826,832564
860826,100257
860826,100190
860826,103266
860826,115761
860826,970264
860826,970509
860826,970510
745901,856016
739707,861753
739709,861758
747267,857623
746802,857733
860773,832557
860773,630287
860773,830021
860773,970079
860773,132275
860773,127787
727246,859417
861105,832557
861105,630286
861105,830021
861105,970079
861105,132275
861105,127787
730503,860170
730503,861950
730503,861035
860774,860773
860347,115761
860347,100143
860347,832517
860347,103266
860347,100103
860347,100257
860347,970121
860347,100127
860347,970386
860347,132275
860347,127787
860348,115761
860348,100143
860348,832517
860348,103266
860348,100103
860348,100257
860348,970121
860348,100127
860348,970386
860348,132275
860348,127787
860349,115761
860349,100143
860349,832517
860349,103266
860349,100103
860349,100257
860349,970121
860349,100127
860349,970386
860349,132275
860349,127787
860350,115761
860350,100143
860350,832517
860350,103266
860350,100103
860350,100257
860350,970121
860350,100127
860350,970386
860350,132275
860350,127787
728939,858212
728939,920469
747181,855489
737642,857366
737642,920416
747321,857736
730500,861035
861154,832791
861154,830021
861154,970596
861154,132275
861154,127787
861157,832786
861157,830021
861157,970596
861157,132275
861157,127787
861145,832791
861145,830021
861145,970596
861145,132275
861145,127787
861149,832791
861149,830021
861149,970596
861149,132275
861149,127787
728940,858212
728940,921813
737658,858810
737658,920625
737661,859525
737661,920625
737660,922302
737657,858122
737657,920429
737659,922302
737656,859527
737656,920429
748077,854826
748076,854825
748075,854824
748048,888510
748049,888520
748050,888519
748074,859417
861158,861157
747263,861035
728944,858212
728944,920469
886988,891377
886988,890789
886988,890133
740744,153499
861153,861152
861156,861154
861144,861143
861146,861145
747776,153503
886904,890133
748080,861758
748079,861757
748099,858039
748098,858038
748097,858037
861148,861147
861150,861149
747278,153496
861271,630287
861271,831045
861271,970176
861271,970079
861271,132275
861271,127787
729153,886988
748108,889565
747583,858562
861102,832539
861102,970582
861102,100257
861102,970590
861102,970581
861102,970586
861102,970585
861102,132275
861102,115761
861102,970583
747929,860405
747930,860423
747931,860406
726039,861757
726040,861758
889508,107991
889508,690645
889508,100000
889508,115695
889508,103037
889508,970230
889508,832684
889508,970580
889508,103045
889508,970623
889306,889304
889305,889304
888741,116514
888741,100015
888741,100000
888741,107991
888741,690645
889565,889175
859213,970121
859213,831020
859213,124697
859213,100217
859213,970431
859213,132275
859213,127787
888025,690645
888025,970043
888025,830199
888025,970230
888025,107991
888025,970179
888025,832503
889470,107991
889470,690645
889470,970043
889470,830199
889470,970230
889470,970084
889470,970179
889470,103045
889470,100000
889470,115695
748400,857112
747261,858212
747261,920469
747284,858212
747284,920469
886642,893587
886642,893435
887036,890133
886907,890133
887599,890133
887599,893587
887158,893435
887044,888609
887159,893435
887160,890133
861103,832539
861103,970582
861103,100257
861103,970590
861103,970581
861103,970586
861103,970585
861103,132275
861103,115761
861103,970584
740681,860480
740687,860481
729133,886642
732250,887044
747265,859257
747265,859258
747265,857108
747265,857170
748705,858388
889516,107991
889516,690645
889516,970230
889516,970519
889516,115441
889516,115610
889516,833035
889516,115695
889516,100000
887629,832515
887629,690645
889545,690645
889545,970588
889545,970043
889545,830199
889545,970084
889545,107991
732386,890733
728789,885057
728789,889273
861347,630479
861347,115761
861347,140880
861347,140882
861347,140881
861347,132275
861347,127787
732392,884827
732392,890733
732391,884827
732391,890733
888742,832846
888742,690645
748154,885169
748160,885169
748603,881114
861042,630484
861042,115761
861042,140882
861042,140881
861043,630484
861043,115761
861043,140879
861043,140880
861043,140882
861043,140881
748751,857112
748751,859970
151975,857113
151975,859971
152002,857114
152002,859972
740826,888527
889804,970174
889804,690645
889520,887629
889578,889545
861368,832564
861368,100257
861368,100190
861368,103266
861368,115761
861368,970264
861368,970510
861368,970511
861363,832564
861363,100257
861363,100190
861363,103266
861363,115761
861363,970264
861363,970509
861363,970510
886639,890133
886639,893435
887947,893435
740743,153499
740732,153496
740747,153499
748704,859417
749085,889830
749173,889831
729138,886516
748700,857170
748414,889667
748415,889667
748416,889668
748417,889668
725353,888538
725354,888538
725355,888538
700432,148581
725763,888551
744370,884381
744370,888561
732389,884827
732389,890733
737251,888561
732390,884827
732390,890733
725764,888551
737252,888561
743790,884827
743790,890733
732396,884827
732396,890733
732399,884827
732399,890733
746835,884827
746835,890733
740112,888561
740113,888561
740114,888561
737248,884827
737248,890733
737378,890733
732387,890733
732388,890733
732393,890733
732395,890733
732397,884827
732397,890733
732400,890733
739705,886313
740047,890733
740647,890733
746834,890733
747690,884827
747690,890733
749129,145366
728178,885057
728178,889260
728788,885056
728788,889272
728790,885058
728790,889274
700291,881483
700291,886151
732079,886770
732079,886429
744371,884384
744371,888561
725765,888551
744369,884378
744369,888561
748166,885168
748167,885169
886645,889483
857522,857522
857522,858038
859417,856016
740738,153496
740750,153499
861345,970121
861345,831020
861345,124697
861345,100217
861345,970431
861345,132275
861345,127787
749491,860356
747370,860356
747370,860714
861465,861464
861464,970176
861464,832557
861464,630287
861464,830021
861464,970079
861464,132275
861464,127787
700231,881482
700231,886151
886516,889483
886516,890133
861462,970176
861462,832557
861462,630287
861462,830021
861462,970079
861462,132275
861462,127787
705391,881484
705391,886151
700281,881483
700281,886151
700293,881483
700293,881440
700297,881484
700297,881440
700286,881483
700286,886151
705392,881483
705392,886151
705393,881482
705393,886151
722649,888206
886647,886388
749540,858388
749540,860481
886980,888609
886980,889483
749122,858810
749122,920580
740729,153496
749024,858212
749024,920469
749057,881116
731309,887036
749539,860481
749527,889305
749528,889306
861463,861462
889900,970174
748094,858389
748094,860480
889969,970174
740397,884827
740397,890733
732394,890733
732631,884827
732631,890733
725357,888541
725357,888190
725408,888210
725408,888561
726812,888561
722648,888206
724038,888561
722843,884384
722843,888558
725409,888561
725358,888542
725358,888191
889755,107991
889755,690645
889755,970230
889755,970519
889755,115441
889755,115610
889755,833078
726813,888561
749805,884827
749805,890733
730038,888561
730037,888561
722842,884381
722842,888558
725407,888561
744408,888561
724034,888561
724035,888561
748604,887205
748604,881424
749763,859972
749762,859971
749761,859970
717268,885282
888604,888603
730877,885099
725356,888540
725356,888189
736068,887385
889847,888025
889846,889470
726889,888552
725756,885282
740650,860356
726099,881424
728194,885058
728194,889257
889994,970519
889994,115610
889994,970230
889994,100000
889994,833069
889994,107991
889994,690645
728142,885057
728142,889263
728198,885056
728198,889268
728200,885058
728200,889268
747420,885056
747420,889263
736120,887385
748549,884827
748549,890733
703879,881424
728192,885056
728192,889257
728199,885057
728199,889268
748422,857114
748422,859972
743815,888543
743815,891375
743816,891375
722841,884378
722841,888558
722647,888206
729718,888553
736066,887385
721630,887205
721630,889802
728201,885056
728201,889269
736121,887385
700398,148581
152118,148581
708817,887351
722175,148581
722175,887351
729331,148581
747097,884305
747097,885991
747099,884305
747099,885991
735419,889389
128216,881424
128216,889802
889883,107991
889883,690645
889883,100000
889883,115695
889883,103037
889883,970230
889883,970580
889883,103045
889883,970623
749816,885991
749816,889800
145150,881424
146385,881424
146385,889802
135918,881424
127375,887205
127375,881424
126919,881424
126919,889802
890107,107991
890107,970174
704688,887205
728182,885058
728182,889255
750108,858562
724313,881424
724313,889802
737271,881424
747096,884305
747096,885991
747098,884305
747098,885991
740449,881424
722639,884381
722639,885099
722640,884384
722640,885099
728152,889253
728152,887002
728151,887001
728151,893007
747421,885057
747421,889263
728202,885057
728202,889269
861623,832780
861623,100257
861623,100190
861623,103266
861623,115761
861623,970264
861623,970510
861623,970511
861624,832780
861624,100257
861624,100190
861624,103266
861624,115761
861624,970264
861624,970509
861624,970510
128549,887205
718570,887351
718570,148581
748952,148581
141427,885991
139595,885991
716226,885991
141757,885579
151572,148581
151572,887351
708491,884305
708491,889800
861618,970544
861618,100257
861618,103266
861618,100217
861618,132275
861618,127787
724037,888561
724036,888561
709200,885991
709200,889800
709260,889800
713385,884305
713385,889800
725920,884305
725920,885991
714322,885991
726895,889800
715911,884305
715911,889800
730511,884305
730511,885991
725642,885991
713827,884305
713827,885991
709267,884305
709267,889800
740728,153496
730980,884305
730980,889800
151552,148581
151552,887351
727929,885991
723959,148581
731951,885991
731951,889800
737289,885991
737289,889800
729136,889389
729136,00000000000000000.
749220,889976
749220,889844
749226,889844
749226,889976
749238,889976
749238,889844
151563,887351
705285,887351
151545,887351
151545,148581
151549,148581
749239,889976
749239,889844
728193,885057
728193,889257
151577,887351
740748,153499
736055,887385
728149,888699
728148,888699
151555,148581
151556,148581
151567,887351
706889,148581
706889,887351
135034,153503
750264,858212
750264,920469
737253,887351
715339,148581
718720,148581
721454,148581
721454,887351
740659,889389
732325,887351
731405,148581
747140,887385
890133,690645
890133,970043
890133,830199
890133,970230
890133,832730
890133,107991
890133,970179
889997,115695
889997,103045
889997,690645
889997,832608
726001,888563
750123,884827
726000,888563
715916,885164
704443,887199
721441,885164
704959,887199
749501,887199
727458,887200
730199,887200
732248,887200
723033,887199
889720,690645
889720,970043
889720,830199
889720,970230
889720,970084
889720,107991
889720,970179
889720,832503
890037,690645
890037,832232
743804,887288
743804,889738
743813,887296
743813,889739
723358,884827
735562,887200
725740,884827
717879,884827
727236,884827
735315,884827
748882,884827
746797,885190
746797,887200
749217,889749
749216,889976
749216,889844
749230,889976
749230,889844
749223,889749
749223,889976
749223,889844
749235,889976
749235,889844
749234,889976
749234,889844
890169,889508
889956,889883
707134,887199
705644,885164
705644,887199
737585,887385
704960,887199
704565,885164
704565,887199
749124,887288
749124,889269
747802,887288
747802,889268
728143,885058
728143,889263
750043,145366
712904,884827
750051,145366
722543,884827
722543,890733
713592,887199
722017,885190
748799,884827
748799,890733
736119,887385
750054,145368
889510,889508
750055,145366
886908,890575
886908,887691
748542,884827
724456,148581
724456,887351
890084,970174
887646,890575
886475,890575
728154,885057
728154,889254
728153,885056
728153,889254
726574,885190
726574,887200
889922,690645
889922,107991
889922,116172
889922,970572
889922,970573
889922,103045
889922,115695
889922,100000
749760,148581
890014,690645
890014,107991
890014,970572
890014,970573
890014,103045
890014,115695
890014,100000
890014,833037
889855,690645
889855,107991
889855,970572
889855,970573
889855,103045
889855,115695
889855,100000
889855,833037
102366,885579
630479,132275
630479,127787
739374,884827
630519,630520
630519,132275
630519,127787
630521,630520
630521,132275
630521,127787
750364,857109
711322,887199
726654,887199
749243,887199
860502,630519
860502,115761
860502,140882
860502,140881
860502,132275
860502,127787
744350,887200
723258,885579
860499,630521
860499,115761
860499,140879
860499,140880
860499,140882
860499,140881
860499,132275
860499,127787
750366,857108
750366,857170
750366,859258
712896,884827
750367,859258
750367,857108
750367,857170
750365,857109
737254,887200
729479,887200
743814,888543
750404,858562
750404,861035
861757,115761
861757,100143
861757,831524
861757,103266
861757,100103
861757,100257
861757,970121
861757,100127
861757,970386
861757,132275
861757,127787
861758,115761
861758,100143
861758,831524
861758,103266
861758,100103
861758,100257
861758,970121
861758,100127
861758,970386
861758,132275
861758,127787
861753,115761
861753,100143
861753,831524
861753,103266
861753,100103
861753,100257
861753,970121
861753,100127
861753,970386
861753,132275
861753,127787
861755,115761
861755,100143
861755,831524
861755,103266
861755,100103
861755,100257
861755,970121
861755,100127
861755,970386
861755,132275
861755,127787
861759,115761
861759,100143
861759,831695
861759,103266
861759,100103
861759,100257
861759,970121
861759,100127
861759,970386
861759,132275
861759,127787
861760,115761
861760,100143
861760,831695
861760,103266
861760,100103
861760,100257
861760,970121
861760,100127
861760,970386
861760,132275
861760,127787
861754,115761
861754,100143
861754,831695
861754,103266
861754,100103
861754,100257
861754,970121
861754,100127
861754,970386
861754,132275
861754,127787
712903,884827
748885,887288
748885,889257
748886,887296
748886,889257
727864,884827
719965,884827
723998,884827
725331,884827
728141,885056
728141,889263
733604,889258
736063,887385
730675,884827
132303,885579
711143,885579
721654,884827
721654,890733
750036,145368
747276,153496
747277,153499
749241,889976
749241,889844
749222,889976
749222,889844
749221,889749
749221,889976
749221,889844
749218,889976
749218,889844
749215,889749
749215,889976
749215,889844
749214,889749
749214,889976
749214,889844
749213,889749
749213,889976
749213,889844
749229,889749
749229,889976
749229,889844
749227,889976
749227,889844
750113,890095
749225,889976
749225,889844
749224,889976
749224,889844
749231,889749
749231,889976
749231,889844
749232,889749
890095,889175
726713,884827
734277,885579
737329,884827
102264,885579
704698,885579
102269,885579
729329,885579
724057,885579
890172,832715
890172,115695
890172,100000
890172,115441
890172,115610
890172,116514
750447,888561
750448,888561
706492,886846
128731,885579
113830,885579
730036,888561
736122,887385
747740,886647
730741,886516
733603,889258
733605,889258
750112,890094
750358,889389
889529,832992
889529,115695
889529,100000
139641,139641
750333,858562
749401,858562
726798,887199
889721,889720
890506,970043
890506,970084
890506,115695
890506,970588
749568,887690
861215,832780
861215,100257
861215,100190
861215,103266
861215,115761
861215,970719
861215,970718
861215,970717
890470,970174
861217,832780
861217,100257
861217,100190
861217,103266
861217,115761
861217,970719
861217,970509
861217,970718
725999,888563
735243,881424
861816,861907
861817,861908
861035,103266
861035,100257
861035,832160
861035,970216
861035,100127
861035,100217
861035,970516
861035,127787
731975,885579
736124,887385
702732,885579
750047,145368
750048,145368
750031,145366
750032,145366
890542,690645
890542,100000
890542,115441
890542,115610
890542,103045
890542,116514
890542,115695
890542,107991
890542,832715
890543,690645
890543,100000
890543,115441
890543,115610
890543,103045
890543,116514
890543,115695
890543,107991
890543,832715
749526,890733
728203,885058
728203,889269
750359,887200
890421,115695
890421,970726
890421,103045
890421,690645
890421,833232
890162,112697
890163,112873
714053,887199
890499,970174
750739,148581
727693,148581
889624,889175
750551,889624
748825,887205
861907,970176
861907,832557
861907,630287
861907,830021
861907,970725
861907,132275
861907,127787
749190,858562
139631,884305
139638,885991
139638,889800
726656,887199
890417,107991
890417,690645
890417,115441
890417,115610
890417,970519
890417,970230
890417,833131
722553,887199
735564,885057
735564,889264
735565,885058
735565,889264
861908,970176
861908,832557
861908,630287
861908,830021
861908,970724
861908,132275
861908,127787
748607,884827
748436,860481
748435,858389
748435,860480
748564,858212
748564,921130
750040,145366
709847,885579
889837,832523
750361,884827
750361,890733
132285,885579
713615,887199
726438,887199
732282,887199
749500,887199
102262,885579
750452,884827
750452,890733
131672,888594
131672,885579
751220,858562
747734,889389
747733,886647
747736,886647
890575,690645
890575,970043
890575,830199
890575,970230
890575,107991
890575,970179
890575,832553
726280,857521
726281,857522
715696,887199
725889,885164
725889,887199
750755,888561
735973,887385
749792,884827
749792,890733
749789,887385
751351,145366
731211,148581
726732,148581
750542,888561
749788,890733
890581,833202
747739,886647
750030,145368
890549,970084
890549,115499
890549,100000
890549,970588
734755,148581
730860,881484
730860,886151
750427,889509
749503,881114
749504,881116
890530,833212
750761,884827
751513,884305
751513,885991
751045,856016
750834,860481
750835,858389
890487,889922
890491,889855
890489,890014
102367,885579
751160,861035
751160,858562
751541,889612
726445,885579
751148,861755
737630,887199
751158,860170
751158,861950
861906,832557
861906,830021
861906,970721
861906,132275
861906,127787
728217,885057
728217,889263
750621,890541
887609,970174
885581,970174
750388,890709
732892,885057
732892,889258
725998,888561
725997,888561
725996,888561
751499,890669
751500,890669
890672,107991
890672,970174
729102,886473
747799,890613
747797,890613
751155,890554
750046,145368
890585,833047
890585,690645
861904,832557
861904,830021
861904,970723
861904,132275
861904,127787
861905,832557
861905,830021
861905,970722
861905,132275
861905,127787
861815,861906
749228,889749
749228,889976
749228,889844
861813,861904
861814,861905
713701,887199
751696,145368
730859,886644
737650,886633
729298,887161
738172,888181
890108,690645
890108,970230
890108,970043
890108,830199
890108,115695
890108,831991
751874,887288
751874,889258
751876,887296
751876,889258
730979,887199
729107,886903
729110,886903
630572,108862
630572,103266
630572,970216
630572,100141
630572,100257
630572,100217
630572,132275
630572,127787
726655,887199
704451,887199
890674,833047
890578,832150
889849,833072
889849,115338
889849,970601
889849,103045
888303,970560
888303,115695
888303,100000
890724,832626
890724,115695
890724,100000
890724,970588
890724,970084
890724,970043
890724,970075
739383,888145
740543,888615
747269,886647
731803,886637
750451,886903
630573,108862
630573,103266
630573,970216
630573,100141
630573,100257
630573,100217
630573,132275
630573,127787
739367,886637
751875,887288
751875,889264
751877,887296
751877,889264
749090,887385
751363,886903
751532,884305
751532,885991
889515,970519
889515,115441
889515,115610
889515,970230
749088,887385
750630,861755
751497,153507
131262,885579
886473,890133
886903,890133
886903,893587
888615,889483
888615,888609
887643,890575
751431,861345
751681,857421
751677,857420
751677,861757
751673,857419
750049,145368
890789,690645
890789,970043
890789,830199
890789,970230
890789,107991
890789,970179
890789,833270
732188,884827
732188,890733
740551,885579
747759,885579
710472,885579
144782,885579
737387,885579
749564,889367
749566,889367
735568,884827
735568,890733
751638,148581
889367,887690
750733,890733
130319,885579
130319,881424
888257,832651
727230,888539
727231,888539
861808,832754
861808,100074
861808,970165
861808,100188
861808,970386
750067,884827
750067,890733
890747,833205
890747,103042
890747,115338
712894,884827
712894,890733
751556,881116
751557,881114
861810,832754
861810,100074
861810,970165
861810,100188
861810,970386
735569,884827
735569,890733
149866,885579
737404,884827
737404,890733
890004,889483
752181,888025
630569,970083
752641,881116
888616,886388
890633,833193
890539,107991
890539,970174
750864,890090
751641,890586
747775,890733
749571,889389
752250,857736
890555,970174
887976,886388
887976,889483
751534,891420
752642,881111
752659,881424
750642,861345
890850,833206
751564,861758
751563,861757
890733,830199
890733,970043
890733,970084
890733,970588
890733,832121
890733,690645
751560,858389
751560,860480
751561,858388
751561,860481
861996,630569
861996,132275
861996,127787
890761,889883
732196,885282
726012,885926
862185,108862
862185,100257
862185,103266
862185,100217
862186,108862
862186,100257
862186,103266
862186,100217
726011,885926
862187,108862
862187,100257
862187,103266
862187,100217
862188,970316
862188,100103
862188,147868
862188,100074
862188,100257
862188,103266
862188,100217
862188,970411
861928,832796
861928,151069
861928,100257
861928,100141
861928,100217
861928,140880
861928,140882
861928,140881
861928,127787
861929,832796
861929,151069
861929,140879
861929,140880
861929,140881
861929,127787
861929,140882
861930,832796
861930,151069
861930,140882
861930,140881
861930,127787
862189,970316
862189,100103
862189,831155
862189,100074
862189,100257
862189,103266
862189,100217
862189,970411
862190,970316
862190,100103
862190,831969
862190,100074
862190,100257
862190,103266
862190,100217
862190,970411
862191,100257
862191,103266
862191,100217
862191,970414
862193,100257
862193,103266
862193,100217
862193,970414
862194,100257
862194,103266
862194,100217
862194,970414
862195,100257
862195,103266
862195,100217
862195,970413
862196,100257
862196,103266
862196,100217
862196,970413
862197,100257
862197,103266
862197,100217
862197,970413
151555,887351
731405,887351
752448,855489
748715,887199
861809,832754
861809,100074
861809,970165
861809,100188
861809,970386
861809,140879
861809,140880
861809,140881
861809,127787
740315,885057
740315,889677
751118,145368
862019,630569
862019,132275
862019,127787
862020,630569
862020,132275
862020,127787
751941,857109
751941,859260
751953,857114
751953,859972
751952,859971
751951,857112
751951,859970
751934,860356
751934,860714
752109,854826
139043,885579
752105,854824
752108,854825
737301,887976
731212,148581
725754,891382
725753,891382
890659,690645
890659,107991
890659,116172
890659,970572
890659,970573
890659,103045
890659,115695
890659,100000
890638,690645
890638,107991
890638,970572
890638,970573
890638,103045
890638,115695
890638,100000
890638,833037
891190,833256
891190,100000
891190,103037
891190,970519
891190,118209
890851,690645
890851,107991
890851,116172
890851,970572
890851,970573
890851,103045
890851,115695
890851,100000
750644,861345
752669,145366
752844,858562
740314,885056
740314,889677
752450,858388
136152,885579
136152,881424
752835,889389
862144,970176
862144,970079
862144,132275
862144,127787
752889,145368
752890,145366
753376,857737
752670,145368
740316,885058
740316,889677
753418,889749
753418,889976
753418,889844
630603,630591
630604,630591
749777,890511
751470,858562
891384,833293
749778,890511
753407,858212
753407,921126
890082,970174
719647,857108
719647,857170
719647,859258
719647,859257
719646,859260
719646,857109
747275,153496
740737,153496
740829,884827
740829,890733
890763,107991
890763,970174
739465,885058
739465,889263
708519,886846
862156,833050
862156,970143
862156,100257
862156,970606
862156,127779
862156,127787
102268,885579
750859,857108
744454,887205
744454,889802
753349,859187
753752,887200
750037,145366
705013,889800
139595,889800
739475,889800
716226,889800
891186,690645
891186,970230
891186,970043
891186,830199
891186,831991
753770,861345
727457,148581
714322,889800
725642,889800
702447,889800
141427,889800
727929,889800
715597,889800
749766,889802
132833,889802
891419,890579
891420,890580
753391,858388
753391,860481
753392,858389
753392,860480
752029,859417
704769,889802
701212,889802
740449,889802
704670,889802
724344,889802
735243,889802
737271,889802
752659,889802
703879,889802
727240,889802
700020,889802
749814,889802
135918,889802
145150,889802
750798,857108
751143,857108
750647,861345
752924,856590
890060,970174
890059,970174
704670,881424
753783,891511
891392,970560
891392,115695
891392,100000
891648,690645
891648,970588
891648,970043
891648,830199
891648,116514
753348,859241
891415,970043
891415,116514
891415,115695
630605,630526
630605,630655
862260,630605
862260,132275
862260,127787
862262,630605
862262,132275
862262,127787
890003,888609
891398,888609
891400,889483
891399,889483
748527,891398
748527,891400
748523,891400
748523,891398
891391,833285
891391,115338
891391,970601
891391,100031
748531,889483
748531,888609
754249,888025
748494,891397
748494,891399
748497,891399
748497,891397
891566,833283
891618,832746
891618,115695
891618,100000
753751,752181
753751,891440
715597,885991
891647,970043
891647,830199
891647,970179
891647,970084
891647,115695
891647,100000
891647,970230
728147,888699
735875,887199
752921,856590
891677,690645
891677,833317
753342,890733
744531,891470
744531,891467
744531,891468
744530,891470
744530,891467
744530,891468
744529,891469
744529,890420
744522,890420
744522,891469
744522,744522
744518,890420
744518,891469
744515,890420
744515,891469
744524,890420
744524,891469
744523,891470
744523,891467
744523,891468
744521,891470
744521,891467
744521,891468
744521,744521
744525,890421
744525,891470
744525,891467
744525,891468
744526,890420
744526,891469
744516,891470
744516,891467
744516,891468
744514,891470
744514,891467
744514,891468
744527,891470
744527,891467
744527,891468
744520,891470
744520,891467
744520,891468
737883,886643
891588,832480
891588,970519
891588,970043
891588,115695
891588,100000
891588,100015
891620,832503
891620,115695
891620,100000
891620,970230
891620,970084
891620,970043
891620,830199
891620,970179
744532,890420
744532,891469
744533,891470
744533,891467
744533,891468
744536,890420
744536,891469
750757,859257
750117,884305
750117,889800
892097,970519
892097,830199
892097,970043
892097,970588
753366,145368
891740,833191
744551,890420
744551,891469
744552,890420
744552,891469
744550,890420
744542,890420
744542,891469
744554,891469
744554,890420
744556,891469
744558,890420
744558,891469
744560,891469
744560,890420
744562,890420
744562,891469
744566,890420
744553,891470
744553,891467
744553,891468
744544,891470
744544,891467
744544,891468
744559,891470
744559,891467
744559,891468
744557,891470
744557,891467
744557,891468
744567,891468
744555,891470
744555,891467
744555,891468
744561,891470
744561,891467
744561,891468
744565,891468
744548,890421
744548,891470
744548,891467
744548,891468
744546,890420
744546,891469
891619,100272
891619,970043
891619,830199
891619,115695
891619,970230
740267,889389
747116,889389
890788,690645
741144,889389
891680,833137
891680,970573
891680,970572
891680,115695
891680,100000
891680,147257
891680,108146
891680,970073
891680,103045
740651,860356
737327,886647
891189,891186
891681,690645
891681,970043
891681,830199
891681,970230
891681,970084
891681,107991
891681,970179
891681,832503
889820,832479
889820,970572
889820,103045
889820,970073
889820,115695
889820,100000
754807,891189
630612,970176
754407,889800
754406,889802
861959,861964
754899,860803
892096,831992
891440,888025
891665,970573
891665,970572
891665,115695
891665,100000
891665,147257
891665,108146
891665,970073
891665,103045
892626,833369
892626,115695
892626,100000
892626,970588
892626,103045
892626,970572
892626,103038
892627,833369
892627,115695
892627,100000
892627,970588
892627,103045
892627,970572
892627,103038
803282,805742
803354,805768
803354,805692
803286,805742
803283,805742
726652,887199
804551,803354
804552,803354
804553,803354
862440,833382
862440,690645
891728,690645
891728,862440
891679,690645
891679,970519
891679,970043
891679,830199
891679,970588
891679,107991
891679,100000
891664,690645
891664,833317
891734,107991
891734,970174
892624,103045
892624,970572
892624,103038
892624,115695
892624,100000
892624,970588
889491,832778
891462,833121
891462,970255
891462,100272
891462,115695
891462,100000
750119,884305
750119,889800
744541,891470
744541,891467
744541,891468
744540,890420
744540,891469
124630,885579
861964,970176
861964,832839
861964,630287
861964,833250
861964,970773
861964,132275
861964,127787
750045,145368
892875,690645
892875,970043
892875,830199
892875,970230
892875,107991
892875,970179
892929,970519
892929,115441
892929,115610
892929,970230
754408,892435
861192,970584
861192,127787
861192,127779
862580,103266
862580,100257
862580,970544
862580,100217
862580,127779
862580,115761
862580,140882
862580,140881
862580,127787
754874,860356
890054,970174
862544,100188
862544,832754
862544,100074
862544,970165
862544,103266
862544,970386
862544,140882
862544,140881
892947,833448
892947,115695
892947,970230
892947,970573
892947,970255
892947,970747
754880,890635
753225,891369
753226,891370
753227,891371
755258,890635
752555,890635
747477,891470
747477,891467
747477,891468
747468,891470
747468,891467
747468,891468
747474,891469
747474,890420
747471,890420
747471,891469
892934,970560
892934,115695
892934,100000
729510,148581
728006,885056
728006,886150
728218,885058
728218,889263
890055,970174
728216,885056
728216,889263
891372,803242
891372,803751
891372,803651
891372,803284
891372,803286
891372,803237
891372,803467
891372,803282
891372,803283
891372,922756
891372,922844
891372,922846
891372,923740
891372,923741
891372,923742
891372,923744
891372,923745
891372,924160
891372,924161
891372,924162
891372,924163
891372,891373
891372,891374
753228,891372
753229,891373
753230,891374
862715,133982
862715,970586
862715,970581
862715,970582
862715,100257
862715,970585
862715,970583
862715,127787
862715,127779
862716,133982
862716,970586
862716,970581
862716,970582
862716,100257
862716,970585
862716,970584
862716,127787
862716,127779
753415,862264
753417,862265
753413,862263
892446,832804
861958,861963
861957,861962
861956,861961
755071,891510
861955,861960
891510,889508
744538,890421
744538,891470
744538,891467
744538,891468
747448,891470
747448,891467
747448,891468
747463,890420
747463,891469
861963,970176
861963,832839
861963,630287
861963,833250
861963,970774
861963,132275
861963,127787
755140,881116
757042,892589
757043,892589
755185,892877
755186,892878
892968,970230
892968,115441
892968,115610
892968,970519
755187,892879
753222,891366
753223,891367
753224,891368
753219,891363
753220,891364
753221,891365
861999,115761
893023,970776
893023,100272
893023,970255
893023,115695
893023,100000
862651,630630
862651,132275
862651,127787
862653,630630
862653,132275
862653,127787
862655,630630
862655,132275
862655,127787
891366,803242
891366,803752
891366,803651
891366,803284
891366,803286
891366,803237
891366,803467
891366,803282
891366,803283
891366,922756
891366,922844
891366,922846
891366,923740
891366,923741
891366,923742
891366,923744
891366,923745
891366,924160
891366,924161
891366,924162
891366,924163
891366,891367
891366,891368
892877,803751
892877,803651
892877,803284
892877,803286
892877,803237
892877,803467
892877,803282
892877,803283
892877,892878
892877,892879
891363,803242
891363,803751
891363,803651
891363,803284
891363,803286
891363,803237
891363,803467
891363,803282
891363,803283
891363,922756
891363,922844
891363,922846
891363,923740
891363,923741
891363,923742
891363,923744
891363,923745
891363,924160
891363,924161
891363,924162
891363,924163
891363,891364
891363,891365
754733,860714
893024,831987
893024,970776
893024,100272
893024,970255
893024,115695
893024,100000
740652,855489
892919,970519
892919,115441
892919,115610
892919,970230
739475,885991
862803,103180
862803,970230
862803,832663
630631,630612
734953,884305
734953,885991
893053,832480
893053,115695
893053,100000
893053,100015
893053,970519
893053,970043
861962,832839
861962,833250
861962,970770
861962,132275
861962,127787
893028,832651
893375,970174
861960,832839
861960,833250
861960,970772
861960,132275
861960,127787
630539,630523
861640,630540
861640,127787
861641,630539
861641,861641
861961,832839
861961,833250
861961,970771
861961,132275
861961,127787
630540,630523
630523,630226
630523,100217
893001,892876
893000,892875
731822,891044
731821,884381
731821,891044
893111,833206
892948,832746
